id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_CODE_2021,SA1_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,SA3_CODE_2021,SA3_NAME_2021,SA4_CODE_2021,SA4_NAME_2021,RA_2011,RA_2016,RA_2021,RA_2021_NAME,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,sed_code,sed_name
"20163","0872","MIMILI","SA","132.7012923","-27.02392513","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-27.0061","132.71","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","489.703582763672","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20166","0872","MURPUTJA","SA","130.1826917","-26.1637425","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.1593","130.184","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","679.800170898438","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20170","0872","NYAPARI","SA","130.2070878","-26.18249261","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.1758","130.221","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","663.150573730469","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20175","0872","PIPALYATJARA","SA","129.1456993","-26.17046294","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.1621","129.171","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","635.499206542969","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20176","0872","PUKATJA","SA","132.138154","-26.29118818","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.2796","132.134","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","311.383880615234","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20181","0872","TIEYON","SA","133.8900188","-26.34253111","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.1045","133.819","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","311.383880615234","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20185","0872","UMUWA","SA","132.0252848","-26.47801156","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.4662","132.041","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","603.003662109375","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20187","0872","WATARRU","SA","129.9052488","-27.02469871","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-27.0236","129.901","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","311.383880615234","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20188","0872","WATINUMA","SA","131.8810186","-26.52118731","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.5224","131.881","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","311.383880615234","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"20192","0872","YUNYARINYI","SA","132.4550072","-26.32328109","Northern Territory Country 3","Delivery Area","Updated 3-Dec-2022","70202","Barkly","702","Northern Territory - Outback","R1","-26.3271","132.447","70202105509","Tara (NT)","702021055","Barkly","","","","","5","5","","","7","7","","311.383880615234","NT1","PHN701","Northern Territory","Laverton","54970","Lingiari","Rural","70019","Namatjira"
"13683","5000","ADELAIDE","SA","138.600746","-34.92849902","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 17-Mar-2024 AUSPOST","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9328294","138.6038129","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13684","5000","ADELAIDE BC","SA","138.608637","-34.937459","Adelaide Metro","","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9304","138.589","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13685","5000","CITY WEST CAMPUS","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9229498","138.5911523","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13686","5000","HALIFAX STREET","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9324849","138.6085859","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13687","5000","HUTT STREET","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9300283","138.6121159","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13688","5000","PARLIAMENT HOUSE","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9211381","138.5987173","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13689","5000","RUNDLE MALL","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.922844","138.601913","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13690","5000","STATION ARCADE","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.922016","138.597284","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13691","5000","STURT STREET","SA","138.608637","-34.937459","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.933324","138.5935458","40101100162","Adelaide","401011001","Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","44.8663063049316","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40001","Adelaide"
"13692","5001","ADELAIDE","SA","138.600746","-34.92849902","ADELAIDE CITY DELVRY C & BOXES","Post Office Boxes","Updated 17-Mar-2024 AUSPOST","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.9219463","138.5955172","","","","","","","","","1","1","","","1","1","Adelaide","44.8663063049316","S1","PHN401","","Adelaide","40070","Hindmarsh","","",""
"13693","5005","ADELAIDE UNIVERSITY","SA","138.60351","-34.919398","ADELAIDE CITY DELVRY C & BOXES","LVR","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.920603","138.6062277","","","","","","","","","1","1","","","1","1","Adelaide","","S1","PHN401","Adelaide","Adelaide","40070","Hindmarsh","","",""
"13694","5005","THE UNIVERSITY OF ADELAIDE","SA","138.60351","-34.919398","ADELAIDE CITY DELVRY C & BOXES","LVR","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.920603","138.6062277","","","","","","","","","1","1","","","1","1","Adelaide","","S1","PHN401","Adelaide","Adelaide","40070","Hindmarsh","","",""
"13695","5005","UNIVERSITY OF ADELAIDE","SA","138.60351","-34.919398","ADELAIDE CITY DELVRY C & BOXES","LVR","Updated 6-Feb-2020","40101","Adelaide City","401","Adelaide - Central and Hills","R2","-34.920603","138.6062277","","","","","","","","","1","1","","","1","1","Adelaide","","S1","PHN401","Adelaide","Adelaide","40070","Hindmarsh","","",""
"13696","5006","NORTH ADELAIDE","SA","138.584497","-34.911523","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40106","Prospect - Walkerville","401","Adelaide - Central and Hills","R2","-34.9091145","138.5962997","40101100221","North Adelaide","401011002","North Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","","S1","PHN401","Adelaide","Walkerville","48260","Adelaide","Inner Metropolitan","40001","Adelaide"
"13697","5006","NORTH ADELAIDE MELBOURNE ST","SA","138.584497","-34.911523","ADELAIDE CITY DELVRY C & BOXES","Delivery Area","Updated 6-Feb-2020","40106","Prospect - Walkerville","401","Adelaide - Central and Hills","R2","-34.9073989","138.6067228","40101100221","North Adelaide","401011002","North Adelaide","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","","S1","PHN401","Adelaide","Walkerville","48260","Adelaide","Inner Metropolitan","40001","Adelaide"
"13698","5007","BOWDEN","SA","138.56787","-34.903259","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.904","138.579","40401109347","Bowden","404011093","Hindmarsh - Brompton","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","16.2465763092041","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40046","West Torrens"
"13699","5007","BROMPTON","SA","138.56787","-34.903259","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.897","138.577","40401109347","Bowden","404011093","Hindmarsh - Brompton","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","16.2465763092041","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40046","West Torrens"
"13700","5007","HINDMARSH","SA","138.56787","-34.903259","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.906","138.57","40401109347","Bowden","404011093","Hindmarsh - Brompton","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","16.2465763092041","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40046","West Torrens"
"13701","5007","WELLAND","SA","138.56787","-34.903259","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.9041817","138.5581233","40401109347","Bowden","404011093","Hindmarsh - Brompton","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","16.2465763092041","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40046","West Torrens"
"13702","5007","WEST HINDMARSH","SA","138.56787","-34.903259","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.9054239","138.5625029","40401109347","Bowden","404011093","Hindmarsh - Brompton","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","16.2465763092041","S1","PHN401","Adelaide","Adelaide","40070","Adelaide","Inner Metropolitan","40046","West Torrens"
"13703","5008","CROYDON","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.898","138.564","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13704","5008","CROYDON PARK","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.886","138.567","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13705","5008","CROYDON PARK SOUTH","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.886","138.567","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13706","5008","DEVON PARK","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.888","138.58","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13707","5008","DUDLEY PARK","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.882","138.578","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13708","5008","RENOWN PARK","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.893","138.578","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13709","5008","RIDLEYTON","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.8925","138.5703","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13710","5008","WEST CROYDON","SA","138.559407","-34.887511","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.89","138.558","40402110236","Croydon Park (SA)","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","11.9958734512329","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13711","5009","ALLENBY GARDENS","SA","138.542493","-34.896906","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.904","138.555","40401109729","Kilkenny","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40046","West Torrens"
"13712","5009","BEVERLEY","SA","138.542493","-34.896906","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.893","138.547","40401109729","Kilkenny","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40046","West Torrens"
"13713","5009","KILKENNY","SA","138.542493","-34.896906","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.8783839","138.552493","40401109729","Kilkenny","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40046","West Torrens"
"13714","5010","ANGLE PARK","SA","138.558318","-34.857497","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.859","138.561","40402110249","Angle Park","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","5.0785608291626","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13715","5010","FERRYDEN PARK","SA","138.558318","-34.857497","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.864","138.557","40402110249","Angle Park","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","5.0785608291626","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13716","5010","REGENCY PARK","SA","138.558318","-34.857497","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.86","138.57","40402110249","Angle Park","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","5.0785608291626","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"13717","5010","REGENCY PARK BC","SA","138.558318","-34.857497","Adelaide Metro","","Updated 6-Feb-2020","40402","Port Adelaide - West","404","Adelaide - West","R2","-34.8599","138.57","40402110249","Angle Park","404021102","The Parks","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Adelaide","5.0785608291626","S1","PHN401","Adelaide","Port Adelaide Enfield","45890","Adelaide","Inner Metropolitan","40008","Croydon"
"21338","5011","ST CLAIR","SA","138.5353265","-34.87089128","Adelaide Metro","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.871","138.53","40401109739","St Clair (SA)","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Hindmarsh","7.85803174972534","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40006","Cheltenham"
"17676","5011","ST CLAIRE","SA","138.538261","-34.877605","Adelaide Metro","","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.871","138.53","40401109739","St Clair (SA)","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Hindmarsh","7.85803174972534","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40006","Cheltenham"
"13718","5011","WOODVILLE","SA","138.527677","-34.883282","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.881","138.535","40401109739","St Clair (SA)","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Hindmarsh","7.85803174972534","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40006","Cheltenham"
"13719","5011","WOODVILLE PARK","SA","138.527677","-34.883282","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.882142","138.5449867","40401109739","St Clair (SA)","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Hindmarsh","7.85803174972534","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40006","Cheltenham"
"13720","5011","WOODVILLE SOUTH","SA","138.527677","-34.883282","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.881","138.535","40401109739","St Clair (SA)","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Hindmarsh","7.85803174972534","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40006","Cheltenham"
"13721","5011","WOODVILLE WEST","SA","138.527677","-34.883282","REGENCY PARK DC","Delivery Area","Updated 6-Feb-2020","40401","Charles Sturt","404","Adelaide - West","R2","-34.8828","138.5258","40401109739","St Clair (SA)","404011097","Woodville - Cheltenham","40403","West Torrens","404","Adelaide - West","1","1","40","Major Cities of Australia","1","1","Hindmarsh","7.85803174972534","S1","PHN401","Adelaide","Charles Sturt","41060","Hindmarsh","Inner Metropolitan","40006","Cheltenham"
